Artist,艺术家,藝術家 (ngai6 seot6 ga1),芸術家 (げいじゅつか),Künstler,예술가,,artiste,artista,nghệ sĩ
Author,作者,作家 (zok3 gaa1),著者 (ちょしゃ),Autor,작가,,auteur,autor,tác giả
Manager,经理,經理 (ging1 lei5),マネージャー,Manager,매니저,,manager,gerente,quản lý
Reporter,记者,記者 (gei3 ze2),レポーター,Reporter,기자,,journaliste,reportero,phóng viên
Actor,演员,演員 (jin2 jyun4),俳優 (はいゆう),Schauspieler,배우,,acteur,actor,diễn viên
类 6 NLGD - keng tsejh,cmn,yue,ja,de,ko,eo,fr,es,vi
money,钱,錢 (cin2),お金 (おかね),Geld,돈,,argent,dinero,tiền
dollar,美元,美金 (mei5 gam1),ドル,Dollar,달러,,dollar,dólar,đô la
bill,账单,鈔票 (ciu1 piu3),請求書 (きんがくしょ),Rechnung,청구서,,facture,factura,hóa đơn
price,价格,價錢 (gaa3 cin2),価格 (かかく),Preis,가격,,prix,precio,giá
contract,合同,合同 (hap6 tung4),契約 (けいやく),Vertrag,계약,,contrat,contrato,hợp đồng
buy,买,購買 (gau3 maai5),買う (かう),kaufen,사다,,acheter,comprar,mua
pay,付款,支付 (fu6 zik6),支払う (しはらう),bezahlen,지불하다,,payer,pagar,trả tiền
sell,卖,出售 (ceot1 sau6),売る (うる),verkaufen,팔다,,vendre,vender,bán
sign,签署,簽署 (cin4 syu5),サインする (さいんする),unterschreiben,서명하다,,signer,firmar,đánh dấu
rich,有钱,富有 (fu3 jau5),金持ち (かねもち),reich,부자인,,riche,rico,giàu
poor,穷,貧窮 (pan4 kung4),貧乏 (びんぼう),arm,가난한,,pauvre,pobre,nghèo
expensive,贵,昂貴 (ngong4 gwai3),高い (たかい),teuer,비싼,,cher,caro,mắc
cheap,便宜,便宜 (bin6 ji5),安い (やすい),billig,싼,,bon marché,barato,rẻ
类 7 NLTK,cmn,yue,ja,de,ko,eo,fr,es,vi
类 7 NLTK - trie sjyk,cmn,yue,ja,de,ko,eo,fr,es,vi
science,科学,科學 (fo1 hok6),科学 (かがく),Wissenschaft,과학,,science,ciencia,khoa học
technology,技术,科技 (fo1 gei6),テクノロジー,Technologie,기술,,technologie,tecnología,công nghệ
类 7 NLTK - sy jwi,cmn,yue,ja,de,ko,eo,fr,es,vi
think,想,諗 (lam6),考える (かんがえる),denken,생각하다,,penser,pensar,suy nghĩ
religion,宗教,宗教 (zung1 gaau3),宗教 (しゅうきょう),Religion,종교,,religion,religión,tôn giáo
heaven,天堂,天堂 (tin1 tong4),天国 (てんごく),Himmel,천국,,cieux,cielo,thiên đường
hell,地狱,地獄 (dei6 juk6),地獄 (じごく),Hölle,지옥,,enfer,infierno,địa ngục
god,神,神 (san4),神 (かみ),Gott,신,,Dieu,Dios,Thượng đế
pray,祈祷,祈禱 (kei4 dou6),祈る (いのる),beten,기도하다,,prier,rezar,cầu nguyện
类 7 NLTK - ngyon mun,cmn,yue,ja,de,ko,eo,fr,es,vi
speak/say,说,說 / 講 (soeng2 / gong2),話す (はなす),sprechen,말하다,,parler,hablar,nói
write,写,寫 (se2),書く (かく),schreiben,쓰다,,écrire,escribir,viết
consonant,辅音,子音 (zi2 jam1),子音 (しいん),Konsonant,자음,,consonne,consonante,phụ âm
vowel,元音,母音 (mou5 jam1),母音 (ぼいん),Vokal,모음,,voyelle,vocal,nguyên âm
noun,名词,名詞 (ming4 ci4),名詞 (めいし),Substantiv,명사,,nom,sustantivo,danh từ
verb,动词,動詞 (dung6 ci4),動詞 (どうし),Verb,동사,,verbe,verbo,động từ
adjective,形容词,形容詞 (jing4 jung4 ci4),形容詞 (けいようし),Adjektiv,형용사,,adjectif,adjetivo,tính từ
sign,标志,標誌 (biu1 zi6),サイン,Zeichen,표지,,signe,seña,biểu tượng
magazine,杂志,雜誌 (zaap6 zi3),雑誌 (ざっし),Magazin,잡지,,magazine,revista,tạp chí
newspaper,报纸,報紙 (bou3 zi2),新聞 (しんぶん),Zeitung,신문,,journal,journal,báo chí
类 7 NLTK - sjyk phanh,cmn,yue,ja,de,ko,eo,fr,es,vi
good,好,好 (hou2),いい (いい),gut,좋은,,bon,bueno,tốt
bad,坏,壞 (waai6),悪い (わるい),schlecht,나쁜,,mauvais,malo,xấu
yes,是,係 (hai6) / 唔係 (m4 hai6),はい (hai),Ja,네,,oui,sí,vâng
no,不是,唔係 (m4 hai6),いいえ (iie),Nein,아니오,,non,no,không
beautiful,美丽,靚 (leng3),美しい (うつくしい),schön,아름다운,,beau,hermoso,đẹp
ugly,丑,醜 (cuk1),醜い (みにくい),hässlich,추한,,laid,feo,xấu
famous,著名,有名 (jau5 meng2),有名 (ゆうめい),berühmt,유명한,,célèbre,famoso,nổi tiếng
nice,好,好 (hou2),いい (ii),nett,좋은,,gentil,amable,tốt
mean,刻薄,壞 (waai6),意味 (いみ),gemein,심술궂은,,méchant,malo,có ý nghĩa
类 7 NLTK - dziaeng komq,cmn,yue,ja,de,ko,eo,fr,es,vi
happy,高兴,快樂 (faai3 lok6),嬉しい (うれしい),glücklich,행복한,,heureux,feliz,hạnh phúc
sad,难过,傷心 (soeng1 sam1),悲しい (かなしい),traurig,슬픈,,triste,triste,buồn
smile,微笑,笑 (siu3),微笑む (ほほえむ),lächeln,미소짓다,,sourire,sonreír,cười
laugh,笑,笑 (siu3),笑う (わらう),lachen,웃다,,rire,reír,cười
cry,哭,哭 (huk1),泣く (なく),weinen,울다,,pleurer,llorar,khóc
类 7 NLTK - hy hyeh,cmn,yue,ja,de,ko,eo,fr,es,vi
play,玩,玩 (waan2),遊ぶ (あそぶ),spielen,놀다,,jouer,jugar,chơi
Ball,球,球 (kau4),ボール,Ball,공,,balle,pelota,quả bóng
Game,游戏,遊戲 (jau4 hei3),ゲーム,Spiel,게임,,jeu,juego,trò chơi
Race (sport),比赛,賽 (coi3),レース (れーす),Rennen,경주,,course,carrera,cuộc đua
sing,唱,唱 (coeng3),歌う (うたう),singen,노래하다,,chanter,cantar,hát
dance,跳舞,跳舞 (tiu3 mou5),踊る (おどる),tanzen,춤을 추다,,danser,bailar, khiêu vũ
小类art,艺术,藝術 (ngai6 seot6),芸術 (げいじゅつ),Kunst,예술,,art,arte,nghệ thuật
band,乐队,樂隊 (lok6 deoi6),バンド (ばんど),Band,밴드,,groupe,banda,nhóm nhạc
song,歌曲,歌 (go1),歌曲 (かきょく),Lied,노래,,chanson,canción,bài hát
instrument (musical),乐器,樂器 (lok6 hei3),楽器 (がっき),Instrument,악기,,instrumento,instrument,nhạc cụ
music,音乐,音樂 (jam1 ngok6),音楽 (おんがく),Musik,음악,,musique,música,nhạc
movie,电影,電影 (din6 jing2),映画 (えいが),Film,영화,,film,película,phim
类 7 NLTK - kyq nemh,cmn,yue,ja,de,ko,eo,fr,es,vi
类 8 NLKT,cmn,yue,ja,de,ko,eo,fr,es,vi
类 8 NLKT - sjin pyin,cmn,yue,ja,de,ko,eo,fr,es,vi
类 8 NLKT - kaew tsiejh,cmn,yue,ja,de,ko,eo,fr,es,vi
society,社会,社會 (se5 wui6),社会 (しゃかい),Gesellschaft,사회,,société,sociedad,xã hội
类 8 NLKT - munh ghouh,cmn,yue,ja,de,ko,eo,fr,es,vi
类 8 NLKT - qiew qyak,cmn,yue,ja,de,ko,eo,fr,es,vi
类 8 NLKT - kae deng,cmn,yue,ja,de,ko,eo,fr,es,vi
Marriage,婚姻,婚姻 (fan1 jan1),結婚 (けっこん),Ehe,결혼,,mariage,matrimonio,hôn nhân
Wedding,婚礼,婚禮 (fan1 lai5),結婚式 (けっこんしき),Hochzeit,결혼식,,mariage,boda,đám cưới
love,爱,愛 (oi3),愛する (あいする),lieben,사랑하다,,aimer,amar,yêu
marry,结婚,結婚 (git3 fan1),結婚する (けっこんする),heiraten,결혼하다,,se marier,casarse,kết hôn
kiss,吻,吻 (man5),キスする (きすする),küssen,키스하다,,embrasser,besar,hôn
小类待分people,人,人 (jan4),人 (ひと),Menschen,사람,,gens,gente,người
son,儿子,兒子 (ji4 zi2),息子 (むすこ),Sohn,아들,,fils,hijo,con trai
daughter,女儿,女兒 (neoi5 ji4),娘 (むすめ),Tochter,딸,,fille,hija,con gái
mother,母亲,媽媽 (maa1 maa1),母 (はは),Mutter,어머니,,mère,madre,mẹ
father,父亲,爸爸 (baa4 baa1),父 (ちち),Vater,아버지,,père,padre,cha
parent,父母,父母 (fu6 mou5),両親 (りょうしん),Eltern,부모,,parents,padres,phụ huynh
baby,婴儿,嬰兒 (jing1 ji4),赤ちゃん (あかちゃん),Baby,아기,,bébé,bebé,em bé
man,男人,男人 (naam4 jan4),男 (おとこ),Mann,남자,,homme,hombre,đàn ông
woman,女人,女人 (neoi5 jan4),女 (おんな),Frau,여자,,femme,mujer,phụ nữ
brother,兄弟,兄弟 (hing1 dai6),兄弟 (きょうだい),Bruder,형제,,frère,hermano,anh em
sister,姐妹,姊妹 (zi2 mui6),姉妹 (しまい),Schwester,자매,,sœur,hermana,chị em
family,家庭,家庭 (gaa1 ting4),家族 (かぞく),Familie,가족,,famille,familia,gia đình
grandfather,爷爷,爺爺 (je4 je4),おじいさん (ojiisan),Großvater,할아버지,,grand-père,abuelo,ông nội
grandmother,奶奶,婆婆 (po4 po4),おばあさん (obaasan),Großmutter,할머니,,grand-mère,abuela,bà nội
husband,丈夫,丈夫 (zoeng6 fu1),夫 (おっと),Ehemann,남편,,mari,esposo,chồng
wife,妻子,妻子 (cai1 zi2),妻 (つま),Ehefrau,아내,,femme,esposa,vợ
king,国王,國王 (gwok3 wong4),王 (おう),König,왕,,roi,rey,vua
queen,皇后,皇后 (wong4 hau6),王妃 (おうひ),Königin,왕비,,reine,reina,hậu
president,总统,總統 (zung2 tung2),大統領 (だいとうりょう),Präsident,대통령,,président,presidente,tổng thống
neighbor,邻居,鄰居 (leon4 geoi1),隣人 (となりびと),Nachbar,이웃,,voisin,vecino,hàng xóm
boy,男孩,男孩 (naam4 haai4),男の子 (おとこのこ),Junge,소년,,garçon,niño,con trai
girl,女孩,女孩 (neoi5 haai4),女の子 (おんなのこ),Mädchen,소녀,,fille,niña,gái
child,孩子,小孩 (siu2 haai4),子供 (こども),Kind,아이,,enfant,niño,trẻ em
adult,成人,成人 (sing4 jan4),大人 (おとな),Erwachsene,성인,,adulte,adulto,người lớn
human,人,人類 (jan4 leoi6),人間 (にんげん),Mensch,인간,,humain,humano,con người
friend,朋友,朋友 (pang4 jau5),友達 (ともだち),Freund,친구,,ami,amigo,bạn bè
victim,受害者,受害者 (sau6 hoi6 ze2),被害者 (ひがいしゃ),Opfer,피해자,,victime,víctima,nạn nhân
player,玩家,選手 (syun2 sau2),プレーヤー (ぷれーいやー),Spieler,플레이어,,joueur,jugador,người chơi
fan,粉丝,粉絲 (fan2 si1),ファン (ふぁん),Fan,팬,,fan,fan,tán thành
crowd,人群,人群 (jan4 kwan4),人々 (ひとびと),Menge,군중,,foule,multitud,đám đông
person,人,人士 (jan4 si6),人 (ひと),Person,사람,,personne,persona,người
类 9 KKTT,cmn,yue,ja,de,ko,eo,fr,es,vi
类 9 KKTT - kweok kae,cmn,yue,ja,de,ko,eo,fr,es,vi
类 9 KKTT - tjienh tsreeng,cmn,yue,ja,de,ko,eo,fr,es,vi
War,战争,戰爭 (zin3 zang1),戦争 (せんそう),Krieg,전쟁,,guerre,guerra,chiến tranh
Peace,和平,和平 (wo4 ping4),平和 (へいわ),Frieden,평화,,paix,paz,hòa bình
Murder,谋杀,謀殺 (mau4 saat3),殺人 (さつじん),Mord,살인,,meurtre,asesinato,giết người
Attack,攻击,攻擊 (gung1 gik1),攻撃 (こうげき),Angriff,공격,,attaque,ataque,tấn công
Gun,枪,槍 (coeng1),銃 (じゅう),Waffe,총,,arme,arma,súng
Prison,监狱,監獄 (gaam1 juk6),刑務所 (けいむしょ),Gefängnis,교도소,,prison,cárcel,ngục tù
类 99 gy tha,未分类词条,yue,ja,de,ko,eo,fr,es,vi
